665	124
331	14
39	37
17	20
61	54
2	2
21	138
34	15
28	26
373	49
163	52
149	8
337	45
143	1
294	15
528	116
776	71
471	14
1	1
1	8
2	37
2	210
3	3
3	4
3	4
3	41
3	12
3	15
3	8
3	18
3	26
3	42
3	79
3	8
3	55
3	99
3	2
3	20
3	8
3	192
3	55
3	30
3	43
3	5
3	43
3	3
3	4
3	4
4	5
4	181
4	5
4	5
5	73
5	110
5	72
6	9
7	12
7	14
7	14
7	22
7	22
7	156
7	196
7	72
7	2
7	218
7	12
8	14
9	8
9	52
9	53
9	105
9	158
10	15
10	91
11	16
11	19
11	19
11	8
11	4
11	202
11	45
12	5
13	1
13	45
13	53
14	15
14	8
14	111
14	85
14	85
15	17
15	53
16	18
16	7
16	53
16	8
17	25
18	22
18	17
18	3
19	8
19	86
19	205
19	45
19	172
20	24
20	45
21	12
22	8
22	8
22	8
22	8
22	73
22	53
23	8
24	14
24	24
24	14
24	18
25	18
25	55
25	14
26	25
26	53
27	3
28	16
28	30
28	29
28	8
29	14
29	30
29	30
29	7
29	210
30	30
30	60
30	17
30	78
30	8
30	37
30	56
30	49
30	45
30	60
30	43
30	91
30	37
30	14
31	31
32	32
32	1
32	91
32	18
32	45
32	1
33	34
33	17
33	84
33	178
33	56
33	18
34	38
34	15
34	84
34	37
34	45
34	15
34	8
34	15
34	8
34	8
34	85
34	80
34	18
34	14
34	4
34	12
34	14
34	16
34	125
34	8
34	135
34	37
34	53
34	24
35	45
35	5
36	15
36	53
36	53
36	53
36	53
36	53
36	18
36	104
36	15
36	70
36	66
36	45
36	45
36	45
36	12
36	105
36	4
36	237
36	8
37	5
37	1
37	15
37	12
37	14
37	142
37	18
37	142
37	12
37	12
38	25
38	17
38	17
39	24
39	18
41	40
41	65
41	40
41	46
42	43
42	17
42	7
42	1
42	14
42	29
42	70
42	105
42	236
43	44
43	15
43	56
44	45
44	45
44	105
45	46
45	15
45	45
46	48
47	49
48	29
48	45
48	24
48	198
48	151
49	18
49	174
49	176
49	45
49	105
49	214
50	52
51	45
51	1
51	25
51	123
51	45
52	15
52	70
53	12
54	14
54	17
56	14
57	12
58	30
58	138
58	18
58	45
58	15
58	8
58	18
58	15
59	8
59	12
59	210
59	12
59	17
60	4
60	33
60	15
60	30
60	167
60	128
62	30
62	55
62	45
63	55
63	37
64	56
64	53
65	2
66	8
67	2
68	59
68	12
69	8
70	2
71	30
71	16
71	30
71	105
72	2
72	12
73	45
73	2
74	45
74	94
74	18
75	45
76	5
76	95
76	30
76	186
76	155
76	1
76	15
77	30
77	159
77	18
77	1
77	8
77	2
77	45
77	18
78	20
78	20
79	24
79	143
79	14
82	14
82	15
83	12
83	14
83	145
83	169
83	105
83	8
84	68
85	8
85	73
85	18
85	123
85	166
86	8
86	2
86	224
86	8
87	1
87	139
87	30
87	209
87	1
87	14
88	65
89	12
90	14
90	30
90	30
90	30
90	30
90	105
90	18
90	15
91	45
91	118
91	8
92	17
92	87
92	17
92	17
92	24
92	18
92	30
92	194
92	84
92	8
92	26
92	30
92	18
92	30
92	45
92	15
92	26
92	116
92	8
93	70
94	12
94	14
94	56
94	4
96	30
96	40
96	158
97	18
97	8
97	70
97	15
98	8
98	53
98	5
99	71
100	72
100	72
101	17
103	8
103	17
103	100
103	8
104	8
105	2
106	14
106	45
107	8
108	30
108	8
108	30
108	30
109	46
109	27
109	74
109	75
109	117
109	24
109	37
110	76
111	24
111	1
111	171
111	209
112	26
112	20
112	136
112	20
112	14
113	69
114	17
114	15
114	45
115	73
115	120
116	30
117	80
117	80
117	81
118	17
118	89
118	2
118	18
119	45
120	82
120	45
121	29
121	30
121	29
122	2
122	123
123	12
124	17
124	15
124	63
124	158
125	83
125	30
125	45
125	18
125	53
126	73
126	15
127	18
128	2
128	12
128	30
128	12
128	45
129	37
129	45
130	85
130	85
131	25
132	55
132	55
132	18
132	64
132	55
132	5
133	16
133	14
133	8
133	71
133	158
133	12
133	105
133	8
133	12
133	53
134	29
134	144
134	8
135	8
135	16
135	18
135	30
135	18
135	210
135	105
135	14
135	30
135	8
136	24
137	12
137	12
137	14
137	52
138	29
138	70
138	18
138	105
138	29
138	43
138	37
138	15
139	35
139	18
139	52
139	175
139	45
140	18
140	26
140	45
140	16
140	18
140	15
140	12
141	12
141	12
141	158
142	30
142	26
142	1
142	30
143	16
143	8
143	14
143	18
143	18
143	66
143	14
143	45
143	16
143	15
143	214
143	8
144	86
144	14
144	53
144	86
144	12
145	8
145	1
145	1
145	30
146	8
146	84
146	46
146	118
146	18
146	118
146	142
146	107
147	18
147	37
147	1
147	107
147	18
147	213
147	91
147	15
147	20
147	105
147	45
147	18
147	16
147	105
148	232
149	5
149	5
149	37
149	8
150	18
150	12
150	17
150	18
150	53
150	18
150	45
150	194
150	18
150	30
151	90
151	91
151	8
151	8
151	1
151	30
151	45
151	159
151	24
151	8
151	52
151	91
151	14
151	86
151	80
151	53
151	217
151	172
151	91
152	12
152	12
153	43
153	1
153	43
153	118
153	118
153	1
153	118
153	56
154	37
155	12
156	1
157	8
158	3
158	7
159	71
159	7
160	8
160	12
161	55
161	107
161	55
162	14
162	53
163	14
163	71
163	45
163	8
163	71
164	56
164	8
164	12
164	45
165	8
166	53
166	134
166	15
166	194
167	12
168	12
168	52
168	18
168	51
168	8
168	4
168	2
169	92
169	94
170	30
170	159
171	12
171	18
172	18
172	17
172	12
172	18
172	45
172	73
172	201
172	20
172	105
172	30
172	63
173	24
174	17
174	17
174	17
174	17
176	18
177	12
178	18
178	53
178	126
179	15
179	8
179	20
179	20
180	53
181	53
181	53
183	164
184	8
184	18
184	228
185	45
185	84
185	64
185	8
185	18
185	158
185	45
186	30
187	8
188	41
188	29
188	29
189	101
189	107
190	101
191	8
192	70
193	12
193	12
194	15
194	18
194	20
195	65
195	129
195	30
196	105
196	79
196	14
196	14
197	91
198	45
198	63
198	8
198	158
198	18
198	15
199	77
200	49
200	18
200	20
200	1
200	14
201	55
201	30
201	55
201	105
202	45
202	29
202	29
202	1
203	14
204	15
205	29
206	45
206	155
206	188
207	24
207	151
207	195
207	7
208	24
208	45
208	12
208	1
208	30
208	30
208	8
208	12
208	12
208	40
208	8
208	160
208	45
208	113
208	2
208	12
208	230
208	8
209	45
209	30
210	32
210	45
210	50
210	45
211	30
211	105
211	15
211	115
211	1
212	18
213	17
214	18
215	29
216	18
216	18
217	7
218	45
219	8
219	12
220	8
221	72
221	95
222	108
223	109
224	14
224	18
224	18
225	110
226	15
227	62
227	37
228	8
229	14
229	55
230	17
231	12
231	30
231	70
231	17
232	30
232	126
232	30
232	8
233	45
233	52
234	52
235	17
235	92
236	84
236	18
237	30
237	142
237	12
238	45
238	207
238	20
239	8
239	17
241	58
241	133
241	53
241	53
241	126
242	113
243	8
243	12
243	18
243	20
244	35
245	12
245	17
246	114
247	45
247	14
248	5
248	107
248	53
249	118
249	18
249	53
249	53
249	15
250	17
250	14
250	77
251	1
252	24
253	37
253	45
254	63
256	17
256	2
256	24
256	8
256	105
256	8
256	1
257	12
258	120
258	30
258	100
258	233
259	18
260	53
261	30
262	17
262	8
262	2
263	8
264	45
264	84
264	18
265	1
265	114
265	30
266	16
267	125
268	24
268	158
270	17
270	18
270	16
270	12
270	1
271	18
271	15
271	55
271	158
271	17
272	105
272	116
272	18
272	16
272	29
272	8
272	30
272	95
272	62
272	18
273	8
274	105
274	178
274	4
274	12
275	25
276	30
276	18
277	20
277	20
278	45
279	128
280	37
280	158
280	95
282	8
283	8
284	8
286	14
286	14
287	131
289	126
290	53
291	105
292	15
293	133
293	5
294	8
294	14
295	45
296	45
297	134
298	45
298	45
298	18
298	128
298	166
299	135
300	2
300	1
301	18
302	52
303	1
303	1
303	5
303	30
304	8
304	18
304	14
305	137
306	138
306	204
307	43
307	43
307	45
307	45
308	56
308	17
308	71
308	15
308	105
308	221
309	5
309	14
309	116
310	18
310	147
310	63
310	239
311	140
311	140
312	30
313	12
314	67
314	146
314	14
314	15
314	15
315	18
316	8
317	128
317	37
317	229
318	17
318	105
318	71
319	12
320	17
321	29
321	29
321	29
322	7
322	14
323	91
324	8
324	8
325	123
325	24
325	8
325	166
325	66
325	105
325	24
326	15
327	1
327	30
327	12
328	135
328	14
329	135
330	8
331	20
331	20
332	18
332	1
332	15
332	105
332	15
332	24
333	105
333	15
333	30
333	15
333	214
334	18
334	18
334	18
334	37
335	45
335	20
336	15
337	15
337	17
337	4
337	8
338	8
339	15
340	18
341	135
341	8
342	148
343	52
344	152
345	41
345	63
346	153
347	24
348	15
349	126
349	63
349	37
349	45
349	45
350	17
351	12
351	17
352	154
352	105
353	18
353	8
354	45
355	18
355	72
356	1
356	1
357	12
357	8
358	45
358	14
358	24
359	45
359	17
359	18
359	20
359	5
360	105
361	14
361	8
361	12
362	157
362	39
363	37
364	1
364	58
365	3
365	12
366	8
367	160
367	45
368	37
368	45
368	18
369	161
369	71
370	30
371	41
372	162
373	53
373	53
373	46
373	12
373	105
373	8
374	45
374	105
375	15
375	15
376	30
377	55
377	30
378	43
378	30
378	17
378	43
379	165
380	165
380	22
380	15
381	114
382	53
383	166
383	70
383	227
383	189
384	123
385	167
386	17
386	86
387	24
388	45
388	20
389	18
389	20
390	8
391	53
392	14
393	27
393	22
393	18
393	12
393	8
393	8
394	8
395	18
396	18
397	71
397	16
398	168
398	168
398	30
399	8
399	56
400	17
400	17
400	155
401	17
402	14
402	30
402	17
402	8
403	170
404	15
404	53
404	45
404	45
404	14
404	45
405	103
405	18
405	5
405	8
405	43
405	30
406	159
407	12
408	18
408	74
408	74
408	74
408	74
408	74
408	74
408	74
408	74
408	74
408	158
408	17
409	17
410	14
412	8
412	179
412	7
412	7
413	29
414	173
415	158
416	45
416	180
417	37
418	126
418	7
418	53
419	72
419	151
420	26
420	5
420	29
420	30
421	14
422	14
422	15
424	95
425	103
426	46
427	175
428	158
428	17
428	208
428	243
429	177
429	185
430	15
430	15
430	30
430	1
430	12
431	15
432	20
432	116
432	8
432	20
433	18
434	91
435	15
435	45
436	17
437	105
438	56
439	15
440	55
440	45
441	26
442	12
442	118
443	20
443	20
444	158
444	26
445	55
446	18
447	15
448	8
449	15
450	45
450	55
450	45
452	84
452	73
452	17
452	2
452	84
453	85
453	8
454	15
455	18
456	8
456	8
456	158
456	45
456	2
457	2
457	189
458	15
459	52
459	45
459	8
459	8
460	64
460	12
461	29
461	14
461	8
461	14
462	182
463	22
464	12
466	15
467	20
468	8
469	18
469	1
469	29
470	1
471	15
472	8
472	12
473	66
474	14
475	12
475	43
475	43
476	162
477	51
478	183
478	105
480	26
481	66
482	30
483	30
484	18
484	105
485	30
486	45
487	12
488	70
488	45
488	8
488	66
489	2
489	37
490	18
490	46
490	6
490	37
490	124
490	24
491	138
492	155
493	14
494	39
494	45
494	241
495	91
496	15
497	158
497	30
498	15
499	52
500	199
501	45
502	107
502	14
503	47
504	24
505	187
506	18
507	46
508	16
509	126
509	7
510	86
511	8
512	52
512	15
513	189
514	5
515	24
515	105
515	43
516	190
516	12
516	53
516	17
516	166
517	158
517	7
518	15
518	207
518	158
518	126
518	15
519	193
519	8
520	7
520	7
520	7
520	7
520	118
521	120
521	172
522	62
523	8
524	17
524	45
524	14
524	56
525	22
526	8
527	116
529	116
530	116
531	45
532	18
533	200
534	53
535	12
536	15
537	45
538	1
538	12
538	18
538	15
539	158
540	18
541	45
541	242
542	73
543	203
543	72
543	2
543	73
543	2
543	30
544	15
545	1
546	91
547	24
548	158
548	20
549	18
550	14
551	20
552	1
553	182
553	12
553	18
553	225
553	118
554	162
555	219
555	219
556	30
557	18
558	71
559	99
560	37
561	45
562	15
563	1
563	166
564	56
565	14
565	18
565	1
566	8
567	86
567	118
568	6
569	18
570	12
571	8
572	172
573	115
574	1
575	14
575	141
576	72
577	86
577	15
577	8
578	14
580	12
581	110
582	18
583	16
584	53
585	29
585	17
586	33
587	211
587	211
587	211
587	211
587	211
587	211
587	211
588	12
589	105
589	105
591	53
592	71
593	20
594	12
595	8
596	114
596	18
596	53
597	15
597	22
597	166
598	100
599	84
600	89
601	59
602	8
603	1
603	17
604	15
605	72
606	25
607	12
608	109
609	20
610	30
611	45
611	8
